"t","src_reg","dst_reg","sp1","sp2","sp3"
901,9,8,0,0,0
901,9,9,0,0,0
1,1,1,0,0,0
1,1,2,0,0,0
1,1,3,0,0,0
1,1,4,0,0,0
1,1,5,0,0,0
1,1,6,0,0,0
1,1,7,0,0,0
1,1,8,0,0,0
1,1,9,0,0,0
1,2,1,0,0,0
1,2,2,0,0,0
1,2,3,0,0,0
1,2,4,0,0,0
1,2,5,0,0,0
1,2,6,0,0,0
1,2,7,0,0,0
1,2,8,0,0,0
1,2,9,0,0,0
1,3,1,0,0,0
1,3,2,0,0,0
1,3,3,0,0,0
1,3,4,0,0,0
1,3,5,0,0,0
1,3,6,0,0,0
1,3,7,0,0,0
1,3,8,0,0,0
1,3,9,0,0,0
1,4,1,0,0,0
1,4,2,0,0,0
1,4,3,0,0,0
1,4,4,0,0,0
1,4,5,0,0,0
1,4,6,0,0,0
1,4,7,0,0,0
1,4,8,0,0,0
1,4,9,0,0,0
1,5,1,0,0,0
1,5,2,0,0,0
1,5,3,0,0,0
1,5,4,0,0,0
1,5,5,0,0,0
1,5,6,0,0,0
1,5,7,0,0,0
1,5,8,0,0,0
1,5,9,0,0,0
1,6,1,0,0,0
1,6,2,0,0,0
1,6,3,0,0,0
1,6,4,0,0,0
1,6,5,0,0,0
1,6,6,0,0,0
1,6,7,0,0,0
1,6,8,0,0,0
1,6,9,0,0,0
1,7,1,0,0,0
1,7,2,0,0,0
1,7,3,0,0,0
1,7,4,0,0,0
1,7,5,0,0,0
1,7,6,0,0,0
1,7,7,0,0,0
1,7,8,0,0,0
1,7,9,0,0,0
1,8,1,0,0,0
1,8,2,0,0,0
1,8,3,0,0,0
1,8,4,0,0,0
1,8,5,0,0,0
1,8,6,0,0,0
1,8,7,0,0,0
1,8,8,0,0,0
1,8,9,0,0,0
1,9,1,0,0,0
1,9,2,0,0,0
1,9,3,0,0,0
1,9,4,0,0,0
1,9,5,0,0,0
1,9,6,0,0,0
1,9,7,0,0,0
1,9,8,0,0,0
1,9,9,0,0,0
101,1,1,0,0,0
101,1,2,0,0,0
101,1,3,0,0,0
101,1,4,0,0,0
101,1,5,0,0,0
101,1,6,0,0,0
101,1,7,0,0,0
101,1,8,0,0,0
101,1,9,0,0,0
101,2,1,0,0,0
101,2,2,0,0,0
101,2,3,0,0,0
101,2,4,0,0,0
101,2,5,0,0,0
101,2,6,0,0,0
101,2,7,0,0,0
101,2,8,0,0,0
101,2,9,0,0,0
101,3,1,0,0,0
101,3,2,0,0,0
101,3,3,0,0,0
101,3,4,0,0,0
101,3,5,0,0,0
101,3,6,0,0,0
101,3,7,0,0,0
101,3,8,0,0,0
101,3,9,0,0,0
101,4,1,0,0,0
101,4,2,0,0,0
101,4,3,0,0,0
101,4,4,0,0,0
101,4,5,0,0,0
101,4,6,0,0,0
101,4,7,0,0,0
101,4,8,0,0,0
101,4,9,0,0,0
101,5,1,0,0,0
101,5,2,0,0,0
101,5,3,0,0,0
101,5,4,0,0,0
101,5,5,0,0,0
101,5,6,0,0,0
101,5,7,0,0,0
101,5,8,0,0,0
101,5,9,0,0,0
101,6,1,0,0,0
101,6,2,0,0,0
101,6,3,0,0,0
101,6,4,0,0,0
101,6,5,0,0,0
101,6,6,0,0,0
101,6,7,0,0,0
101,6,8,0,0,0
101,6,9,0,0,0
101,7,1,0,0,0
101,7,2,0,0,0
101,7,3,0,0,0
101,7,4,0,0,0
101,7,5,0,0,0
101,7,6,0,0,0
101,7,7,0,0,0
101,7,8,0,0,0
101,7,9,0,0,0
101,8,1,0,0,0
101,8,2,0,0,0
101,8,3,0,0,0
101,8,4,0,0,0
101,8,5,0,0,0
101,8,6,0,0,0
101,8,7,0,0,0
101,8,8,0,0,0
101,8,9,0,0,0
101,9,1,0,0,0
101,9,2,0,0,0
101,9,3,0,0,0
101,9,4,0,0,0
101,9,5,0,0,0
101,9,6,0,0,0
101,9,7,0,0,0
101,9,8,0,0,0
101,9,9,0,0,0
201,1,1,0,0,0
201,1,2,0,0,0
201,1,3,0,0,0
201,1,4,0,0,0
201,1,5,0,0,0
201,1,6,0,0,0
201,1,7,0,0,0
201,1,8,0,0,0
201,1,9,0,0,0
201,2,1,0,0,0
201,2,2,0,0,0
201,2,3,0,0,0
201,2,4,0,0,0
201,2,5,0,0,0
201,2,6,0,0,0
201,2,7,0,0,0
201,2,8,0,0,0
201,2,9,0,0,0
201,3,1,0,0,0
201,3,2,0,0,0
201,3,3,0,0,0
201,3,4,0,0,0
201,3,5,0,0,0
201,3,6,0,0,0
201,3,7,0,0,0
201,3,8,0,0,0
201,3,9,0,0,0
201,4,1,0,0,0
201,4,2,0,0,0
201,4,3,0,0,0
201,4,4,0,0,0
201,4,5,0,0,0
201,4,6,0,0,0
201,4,7,0,0,0
201,4,8,0,0,0
201,4,9,0,0,0
201,5,1,0,0,0
201,5,2,0,0,0
201,5,3,0,0,0
201,5,4,0,0,0
201,5,5,0,0,0
201,5,6,0,0,0
201,5,7,0,0,0
201,5,8,0,0,0
201,5,9,0,0,0
201,6,1,0,0,0
201,6,2,0,0,0
201,6,3,0,0,0
201,6,4,0,0,0
201,6,5,0,0,0
201,6,6,0,0,0
201,6,7,0,0,0
201,6,8,0,0,0
201,6,9,0,0,0
201,7,1,0,0,0
201,7,2,0,0,0
201,7,3,0,0,0
201,7,4,0,0,0
201,7,5,0,0,0
201,7,6,0,0,0
201,7,7,0,0,0
201,7,8,0,0,0
201,7,9,0,0,0
201,8,1,0,0,0
201,8,2,0,0,0
201,8,3,0,0,0
201,8,4,0,0,0
201,8,5,0,0,0
201,8,6,0,0,0
201,8,7,0,0,0
201,8,8,0,0,0
201,8,9,0,0,0
201,9,1,0,0,0
201,9,2,0,0,0
201,9,3,0,0,0
201,9,4,0,0,0
201,9,5,0,0,0
201,9,6,0,0,0
201,9,7,0,0,0
201,9,8,0,0,0
201,9,9,0,0,0
301,1,1,0,0,0
301,1,2,0,0,0
301,1,3,0,0,0
301,1,4,0,0,0
301,1,5,0,0,0
301,1,6,0,0,0
301,1,7,0,0,0
301,1,8,0,0,0
301,1,9,0,0,0
301,2,1,0,0,0
301,2,2,0,0,0
301,2,3,0,0,0
301,2,4,0,0,0
301,2,5,0,0,0
301,2,6,0,0,0
301,2,7,0,0,0
301,2,8,0,0,0
301,2,9,0,0,0
301,3,1,0,0,0
301,3,2,0,0,0
301,3,3,0,0,0
301,3,4,0,0,0
301,3,5,0,0,0
301,3,6,0,0,0
301,3,7,0,0,0
301,3,8,0,0,0
301,3,9,0,0,0
301,4,1,0,0,0
301,4,2,0,0,0
301,4,3,0,0,0
301,4,4,0,0,0
301,4,5,0,0,0
301,4,6,0,0,0
301,4,7,0,0,0
301,4,8,0,0,0
301,4,9,0,0,0
301,5,1,0,0,0
301,5,2,0,0,0
301,5,3,0,0,0
301,5,4,0,0,0
301,5,5,0,0,0
301,5,6,0,0,0
301,5,7,0,0,0
301,5,8,0,0,0
301,5,9,0,0,0
301,6,1,0,0,0
301,6,2,0,0,0
301,6,3,0,0,0
301,6,4,0,0,0
301,6,5,0,0,0
301,6,6,0,0,0
301,6,7,0,0,0
301,6,8,0,0,0
301,6,9,0,0,0
301,7,1,0,0,0
301,7,2,0,0,0
301,7,3,0,0,0
301,7,4,0,0,0
301,7,5,0,0,0
301,7,6,0,0,0
301,7,7,0,0,0
301,7,8,0,0,0
301,7,9,0,0,0
301,8,1,0,0,0
301,8,2,0,0,0
301,8,3,0,0,0
301,8,4,0,0,0
301,8,5,0,0,0
301,8,6,0,0,0
301,8,7,0,0,0
301,8,8,0,0,0
301,8,9,0,0,0
301,9,1,0,0,0
301,9,2,0,0,0
301,9,3,0,0,0
301,9,4,0,0,0
301,9,5,0,0,0
301,9,6,0,0,0
301,9,7,0,0,0
301,9,8,0,0,0
301,9,9,0,0,0
401,1,1,0,0,0
401,1,2,0,0,0
401,1,3,0,0,0
401,1,4,0,0,0
401,1,5,0,0,0
401,1,6,0,0,0
401,1,7,0,0,0
401,1,8,0,0,0
401,1,9,0,0,0
401,2,1,0,0,0
401,2,2,0,0,0
401,2,3,0,0,0
401,2,4,0,0,0
401,2,5,0,0,0
401,2,6,0,0,0
401,2,7,0,0,0
401,2,8,0,0,0
401,2,9,0,0,0
401,3,1,0,0,0
401,3,2,0,0,0
401,3,3,0,0,0
